记录编号,建筑面积,朝向,楼层,装修,电梯,建筑结构,建筑类别,区域,学校,总价,单价,房龄,室,厅,卫
SH97934,83.49平米,南,高层,中装修,无 ,平层,板楼,安宁,附件无学校,103.0万,12337.0,7.0,2,2,1
SH91323,78.76平米,南,中层,精装修,有 ,平层,板楼,安宁,附件无学校,102.0万,12951.0,7.0,2,2,1
SH91324,70平米,东西,中层,简装修,无 ,平层,钢混,七里河,附件有学校,92.8万,13257.0,20.0,2,1,1
SH91330,106.6平米,东南,高层,中装修,无 ,平层,砖混,城关,附件无学校,114.0万,10694.0,23.0,2,2,1
SH91333,93平米,南,中层,精装修,有 ,平层,钢混,安宁,附件无学校,70.0万,7527.0,1.0,3,2,1
SH91338,116平米,南北,中层,精装修,有 ,错层,板楼,安宁,附件无学校,143.0万,12328.0,7.0,3,2,1
SH97218,92.1平米,南北,中层,简装修,有 ,平层,板楼,城关,附件无学校,105.0万,11401.0,22.0,2,2,1
SH91345,95.35平米,南北,中层,精装修,有 ,平层,板楼,七里河,附件无学校,135.0万,14158.0,2.0,3,2,1
SH91348,103.15平米,南北,高层,简装修,有 ,平层,板楼,七里河,附件有学校,148.5万,14397.0,22.0,3,2,1
SH91352,68平米,南北,低层,中装修,无 ,平层,板楼,安宁,附件有学校,66.0万,9706.0,20.0,2,2,1
SH91357,145.97平米,南北,高层,精装修,无 ,平层,板楼,安宁,附件无学校,240.0万,16442.0,8.0,3,2,2
SH91359,91.38平米,南北,高层,精装修,有 ,平层,塔楼,城关,附件有学校,125.0万,13679.0,12.0,2,2,1
SH91362,96.4平米,南,低层,简装修,有 ,平层,板楼,城关,附件无学校,120.0万,12448.0,10.0,2,1,1
SH91366,122平米,南北,中层,精装修,无 ,平层,钢混,城关,附件无学校,143.0万,11721.0,16.0,3,2,2
SH91369,84平米,南,中层,中装修,无 ,平层,板楼,安宁,附件有学校,114.0万,13571.0,14.0,2,2,1
SH91373,146平米,南北,高层,精装修,有 ,平层,钢混,城关,附件有学校,210.0万,14384.0,16.0,3,2,2
SH97875,65平米,南北,低层,简装修,无 ,平层,砖混,城关,附件无学校,79.0万,12154.0,42.0,2,1,1
SH91377,103.21平米,西,低层,精装修,有 ,平层,钢混,城关,附件无学校,121.5万,11772.0,16.0,2,2,1
SH91379,95平米,南,高层,中装修,无 ,平层,砖混,城关,附件无学校,120.0万,12632.0,20.0,2,1,1
SH91380,94平米,南,高层,精装修,无 ,平层,板楼,安宁,附件无学校,143.8万,15298.0,7.0,2,2,1
SH91381,100平米,南北,中层,精装修,有 ,平层,板楼,城关,附件无学校,190.0万,19000.0,16.0,2,2,1
SH91382,75平米,东西,高层,精装修,有 ,平层,钢混,城关,附件有学校,82.0万,10933.0,27.0,2,2,1
SH91384,93.68平米,东南,高层,毛坯,有 ,平层,板楼,城关,附件无学校,126.0万,13450.0,3.0,2,2,1
SH91385,177平米,南北,高层,精装修,有 ,平层,板楼,城关,附件无学校,245.0万,13842.0,16.0,3,2,2
SH97931,65平米,东西,中层,简装修,无 ,平层,板楼,城关,附件有学校,142.0万,21846.0,27.0,2,1,1
SH91388,46.81平米,东,中层,简装修,有 ,平层,板楼,城关,附件有学校,96.0万,20508.0,17.0,1,1,1
SH91392,75平米,南北,高层,中装修,无 ,平层,板楼,安宁,附件有学校,77.0万,10267.0,19.0,2,2,1
SH91393,90.53平米,南北,中层,精装修,无 ,平层,板楼,安宁,附件无学校,109.5万,12095.0,24.0,2,2,1
SH91394,106平米,南,高层,精装修,有 ,平层,钢混,城关,附件无学校,103.0万,9717.0,5.0,3,2,1
SH91395,157.69平米,南北,高层,精装修,无 ,平层,钢混,城关,附件有学校,240.0万,15220.0,8.0,3,2,2
SH91396,94平米,南,中层,精装修,无 ,平层,板楼,七里河,附件无学校,110.0万,11702.0,5.0,2,2,1
SH91397,71.86平米,南,高层,中装修,无 ,开间,板楼,城关,附件有学校,62.0万,8628.0,17.0,2,1,1
SH91398,168.68平米,西南,中层,精装修,有 ,平层,板楼,城关,附件无学校,280.0万,16599.0,14.0,3,2,2
SH91399,51.08平米,东,高层,精装修,有 ,平层,板楼,城关,附件有学校,125.0万,24471.0,16.0,1,2,1
SH91401,80.29平米,南北,中层,简装修,有 ,平层,板楼,城关,附件有学校,96.8万,12056.0,19.0,2,2,1
SH91403,83.26平米,东北,低层,精装修,无 ,平层,钢混,安宁,附件无学校,103.0万,12371.0,17.0,2,1,1
SH91407,73.9平米,北,高层,中装修,有 ,平层,钢混,七里河,附件无学校,92.0万,12449.0,13.0,2,1,1
SH91408,73.1平米,南北,中层,精装修,有 ,平层,板楼,城关,附件无学校,108.0万,14774.0,2.0,2,1,1
SH97845,146平米,东西,低层,简装修,无 ,平层,钢混,城关,附件有学校,212.0万,14521.0,20.0,3,2,1
SH91411,60平米,南北,中层,简装修,有 ,平层,板楼,城关,附件有学校,68.0万,11333.0,20.0,2,1,1
SH91416,51.47平米,南,高层,简装修,无 ,平层,板楼,安宁,附件无学校,83.5万,16223.0,7.0,1,1,1
SH97808,74平米,南北,高层,精装修,有 ,平层,板楼,城关,附件无学校,85.0万,11486.0,22.0,2,2,1
SH91419,145.97平米,南北,高层,精装修,无 ,平层,板楼,安宁,附件无学校,239.5万,16407.0,8.0,3,2,2
SH91420,101平米,南北,中层,精装修,有 ,平层,板楼,城关,附件无学校,129.0万,12772.0,15.0,2,2,1
SH97383,130平米,南北,高层,简装修,有 ,平层,塔楼,城关,附件有学校,148.0万,11385.0,14.0,3,2,2
SH97459,97.73平米,东西,中层,简装修,有 ,平层,板楼,七里河,附件无学校,102.0万,10437.0,18.0,3,2,1
SH91424,175平米,南北,高层,精装修,无 ,平层,板楼,城关,附件无学校,275.0万,15714.0,7.0,4,2,2
SH91425,75平米,东,中层,简装修,无 ,平层,板楼,城关,附件有学校,83.0万,11067.0,19.0,2,2,1
SH91427,154平米,南北,中层,精装修,有 ,平层,板楼,城关,附件无学校,295.0万,19156.0,10.0,3,2,2
SH91428,178.93平米,西南,中层,精装修,有 ,平层,板楼,城关,附件无学校,190.0万,10619.0,20.0,3,2,1
SH91435,85平米,南北,中层,简装修,无 ,平层,板楼,安宁,附件无学校,99.0万,11647.0,24.0,2,2,1
SH97307,144平米,南北,低层,精装修,有 ,平层,钢混,城关,附件无学校,238.0万,16528.0,16.0,3,2,2
SH91437,169.36平米,南北,中层,暂无,有 ,平层,钢混,城关,附件有学校,270.0万,15942.0,19.0,4,2,2
SH91439,120.4平米,西南,低层,精装修,有 ,平层,钢混,城关,附件有学校,172.0万,14286.0,7.0,3,2,2
SH91440,131平米,南北,高层,精装修,有 ,平层,塔楼,城关,附件无学校,131.0万,10000.0,4.0,3,2,2
SH91442,98.99平米,南北,高层,精装修,有 ,平层,板楼,安宁,附件无学校,145.0万,14648.0,12.0,2,2,2
SH91443,135平米,南北,中层,精装修,有 ,平层,板楼,安宁,附件无学校,101.0万,7481.0,1.0,4,2,2
SH91444,91.07平米,南,低层,精装修,有 ,平层,板楼,城关,附件无学校,130.0万,14275.0,10.0,2,2,1
SH97636,124.57平米,东西,中层,精装修,有 ,平层,钢混,城关,附件有学校,142.0万,11399.0,19.0,2,2,2
SH91448,71.01平米,东西,中层,精装修,有 ,平层,板楼,安宁,附件无学校,105.8万,14899.0,9.0,2,2,1
SH97274,103.96平米,西南,中层,精装修,有 ,平层,钢混,七里河,附件有学校,140.0万,13467.0,19.0,2,2,1
SH91453,131.67平米,西,中层,精装修,有 ,平层,板楼,城关,附件有学校,252.0万,19139.0,18.0,2,2,1
SH91454,70平米,东西,高层,中装修,有 ,平层,板楼,城关,附件无学校,88.0万,12571.0,20.0,2,2,1
SH91455,87平米,南北,低层,毛坯,有 ,平层,板楼,西固,附件无学校,116.0万,13333.0,6.0,2,2,1
SH91457,69.98平米,东西,高层,中装修,无 ,平层,塔楼,城关,附件有学校,67.6万,9660.0,12.0,2,2,1
SH97321,58.03平米,东西,低层,简装修,无 ,平层,砖混,安宁,附件无学校,64.5万,11115.0,24.0,2,1,1
SH97562,52平米,东西,高层,简装修,无 ,平层,板楼,城关,附件无学校,83.0万,15962.0,22.0,2,1,1
SH91461,45.93平米,东,中层,毛坯,无 ,平层,板楼,七里河,附件无学校,42.0万,9144.0,7.0,2,2,2
SH91467,133.21平米,东南,中层,精装修,有 ,平层,板楼,城关,附件有学校,325.0万,24398.0,12.0,3,2,2
SH91468,65平米,南,中层,简装修,无 ,平层,板楼,城关,附件有学校,89.8万,13815.0,23.0,2,1,1
SH91471,116.25平米,南北,低层,简装修,有 ,平层,板楼,安宁,附件无学校,158.0万,13591.0,13.0,3,2,1
SH91472,75平米,南北,高层,简装修,无 ,平层,板楼,城关,附件无学校,108.0万,14400.0,22.0,2,2,1
SH97853,93.99平米,西南,中层,毛坯,有 ,平层,钢混,城关,附件有学校,120.0万,12767.0,6.0,2,2,1
SH91475,114平米,东南,中层,精装修,有 ,平层,板楼,城关,附件有学校,226.0万,19825.0,6.0,2,2,2
SH97877,124.2平米,南北,低层,简装修,有 ,平层,板楼,城关,附件有学校,246.0万,19807.0,16.0,2,2,2
SH91482,181.33平米,南北,高层,毛坯,有 ,平层,板楼,城关,附件有学校,268.0万,14780.0,7.0,3,2,2
SH91483,94.25平米,南北,低层,精装修,无 ,平层,板楼,城关,附件有学校,138.0万,14642.0,8.0,2,2,1
SH91485,340平米,南北,低层,中装修,有 ,平层,钢混,城关,附件有学校,605.0万,17794.0,15.0,3,2,2
SH91487,101平米,南北,中层,简装修,无 ,平层,板楼,城关,附件有学校,135.0万,13366.0,12.0,2,2,1
SH91489,91平米,南,低层,简装修,有 ,平层,板楼,安宁,附件无学校,98.0万,10769.0,21.0,2,2,1
SH91491,101平米,南北,低层,暂无,有 ,平层,板楼,城关,附件无学校,90.0万,8911.0,7.0,2,1,1
SH91492,171平米,南北,高层,精装修,无 ,平层,板楼,城关,附件有学校,178.0万,10409.0,16.0,4,2,2
SH91497,118平米,南北,中层,毛坯,有 ,平层,板楼,安宁,附件无学校,139.0万,11780.0,3.0,3,2,2
SH91498,151平米,南北,高层,精装修,有 ,平层,塔楼,城关,附件有学校,210.0万,13907.0,6.0,4,2,2
SH91500,89.21平米,南北,中层,毛坯,有 ,平层,板楼,城关,附件有学校,109.0万,12218.0,14.0,2,2,1
SH97600,158平米,南北,中层,精装修,有 ,平层,钢混,城关,附件有学校,320.0万,20253.0,19.0,3,2,2
SH91502,66.21平米,南北,低层,简装修,无 ,平层,平房,七里河,附件有学校,85.0万,12838.0,16.0,2,1,1
SH91504,198.16平米,南北,高层,豪华装修,有 ,平层,板楼,城关,附件有学校,278.0万,14029.0,14.0,4,1,4
SH91506,97.68平米,东西,高层,简装修,无 ,平层,板楼,七里河,附件无学校,108.0万,11057.0,13.0,2,1,1
SH91510,157平米,南北,中层,简装修,有 ,平层,钢混,城关,附件无学校,238.0万,15159.0,7.0,3,2,2
SH91514,96平米,南,高层,精装修,有 ,平层,板楼,安宁,附件无学校,123.5万,12865.0,8.0,2,2,1
SH91515,46平米,西南,低层,简装修,无 ,平层,钢混,城关,附件有学校,68.8万,14957.0,17.0,1,1,1
SH97440,58平米,南,中层,暂无,无 ,平层,砖混,城关,附件有学校,76.0万,13103.0,23.0,2,1,1
SH91518,102平米,南北,低层,精装修,有 ,平层,钢混,城关,附件无学校,108.0万,10588.0,7.0,2,2,1
SH97361,78平米,东西,低层,精装修,无 ,平层,钢混,城关,附件有学校,87.0万,11154.0,27.0,3,1,1
SH91520,96平米,南北,中层,毛坯,有 ,平层,板楼,安宁,附件无学校,130.0万,13542.0,2.0,2,2,1
SH91522,60平米,东,低层,中装修,无 ,平层,钢混,城关,附件无学校,88.0万,14667.0,18.0,3,1,1
SH91523,116平米,南北,中层,中装修,有 ,平层,板楼,安宁,附件无学校,143.0万,12328.0,7.0,3,2,2
SH91524,134平米,东西,低层,简装修,无 ,平层,板楼,安宁,附件有学校,175.0万,13060.0,14.0,3,2,2
SH91525,68平米,南北,高层,中装修,无 ,平层,砖混,城关,附件有学校,95.0万,13971.0,17.0,2,1,1
SH91526,107平米,南北,中层,精装修,有 ,平层,板楼,安宁,附件无学校,130.0万,12150.0,3.0,3,2,1
SH91528,93.4平米,南北,低层,简装修,无 ,平层,板楼,安宁,附件有学校,103.0万,11028.0,20.0,2,2,1
SH91533,152平米,南北,中层,精装修,有 ,平层,板楼,城关,附件有学校,240.0万,15789.0,10.0,3,2,2
SH91535,80平米,南,高层,精装修,有 ,平层,板楼,七里河,附件有学校,88.0万,11000.0,16.0,2,1,1
SH91536,102.7平米,南北,中层,精装修,无 ,平层,板楼,城关,附件有学校,135.0万,13145.0,6.0,2,2,1
SH91537,100平米,南北,高层,毛坯,无 ,开间,板楼,七里河,附件无学校,78.0万,7800.0,6.0,2,2,1
SH91538,135.85平米,南北,低层,毛坯,有 ,平层,钢混,七里河,附件无学校,163.0万,11999.0,6.0,3,2,2
SH91545,136.45平米,南北,中层,精装修,无 ,平层,板楼,安宁,附件无学校,189.0万,13851.0,12.0,3,2,2
SH91547,59.55平米,南北,高层,简装修,无 ,平层,板楼,城关,附件无学校,79.8万,13401.0,29.0,2,1,1
SH91548,117.51平米,南,低层,简装修,有 ,平层,板楼,七里河,附件有学校,150.0万,12765.0,15.0,2,2,1
SH91550,93.24平米,东南,中层,简装修,有 ,平层,板楼,安宁,附件无学校,128.0万,13728.0,14.0,2,1,1
SH91551,59.22平米,南北,中层,精装修,无 ,平层,钢混,七里河,附件有学校,73.5万,12411.0,14.0,2,1,1
SH97683,82.22平米,南北,低层,精装修,有 ,平层,平房,安宁,附件无学校,97.0万,11798.0,16.0,2,2,1
SH91558,105平米,南北,高层,精装修,有 ,平层,板楼,城关,附件有学校,140.0万,13333.0,12.0,3,2,1
SH91559,146.7平米,南北,低层,毛坯,有 ,平层,钢混,七里河,附件无学校,205.0万,13974.0,6.0,3,2,2
SH91562,70平米,南北,低层,简装修,无 ,平层,钢混,城关,附件有学校,74.5万,10643.0,12.0,2,1,1
SH91564,76.3平米,东北,低层,精装修,有 ,平层,板楼,城关,附件有学校,88.0万,11533.0,19.0,2,1,1
SH91565,70平米,南北,高层,简装修,无 ,平层,塔楼,安宁,附件无学校,80.4万,11486.0,8.0,2,2,1
SH97860,123.26平米,南北,低层,精装修,有 ,平层,板楼,安宁,附件无学校,145.0万,11764.0,17.0,2,2,1
SH91567,135平米,南北,中层,精装修,有 ,平层,板楼,城关,附件有学校,185.0万,13704.0,13.0,3,2,2
SH97769,83平米,南北,高层,简装修,有 ,平层,板楼,城关,附件有学校,83.0万,10000.0,19.0,2,1,1
SH91569,92平米,南北,低层,简装修,有 ,平层,板楼,安宁,附件有学校,114.8万,12478.0,11.0,2,2,1
SH91571,88.62平米,南北,低层,豪华装修,有 ,平层,塔楼,城关,附件无学校,100.0万,11284.0,20.0,2,1,1
SH91573,106.42平米,东南,低层,简装修,无 ,平层,板楼,城关,附件有学校,198.0万,18606.0,12.0,2,2,1
SH91575,110平米,西北,高层,简装修,有 ,平层,钢混,城关,附件有学校,152.0万,13818.0,10.0,2,2,2
SH97701,111平米,东北,低层,精装修,无 ,平层,板楼,城关,附件无学校,162.0万,14595.0,14.0,2,2,1
SH91579,55平米,南,高层,精装修,有 ,平层,钢混,安宁,附件有学校,63.0万,11455.0,23.0,2,1,1
SH91585,127平米,南北,中层,毛坯,有 ,平层,板楼,城关,附件无学校,125.0万,9843.0,4.0,3,2,2
SH91587,94.57平米,东南,高层,精装修,有 ,平层,板楼,安宁,附件无学校,111.2万,11758.0,16.0,2,2,1
SH91588,128.34平米,南北,低层,中装修,有 ,平层,钢混,城关,附件有学校,135.0万,10519.0,14.0,3,2,2
SH91589,98.08平米,南北,中层,简装修,有 ,平层,板楼,城关,附件有学校,120.0万,12235.0,16.0,2,2,1
SH97741,147平米,南,低层,精装修,有 ,平层,板楼,安宁,附件无学校,209.0万,14218.0,8.0,3,2,1
SH91591,157平米,南北,中层,豪华装修,有 ,平层,板楼,城关,附件有学校,245.0万,15605.0,4.0,3,2,2
SH91595,78.1平米,南北,高层,精装修,有 ,平层,板楼,城关,附件有学校,83.8万,10730.0,20.0,2,2,1
SH91597,80平米,东西,低层,中装修,有 ,平层,板楼,城关,附件有学校,80.0万,10000.0,21.0,2,1,1
SH91598,100.44平米,南北,高层,豪华装修,无 ,平层,板楼,城关,附件有学校,165.0万,16428.0,24.0,3,2,1
SH91599,70.17平米,东北,中层,精装修,无 ,平层,板楼,城关,附件有学校,188.0万,26792.0,14.0,2,2,1
SH91602,63.1平米,南北,中层,中装修,无 ,平层,板楼,城关,附件有学校,81.0万,12837.0,20.0,2,1,1
SH91603,68平米,南北,低层,简装修,无 ,平层,板楼,城关,附件有学校,73.0万,10735.0,20.0,2,1,1
SH91604,92平米,南,高层,中装修,有 ,平层,钢混,安宁,附件无学校,137.0万,14891.0,8.0,2,2,1
SH91607,90.7平米,东西,中层,精装修,有 ,平层,钢混,城关,附件有学校,82.8万,9129.0,14.0,2,2,1
SH91609,98平米,南,中层,中装修,有 ,平层,钢混,城关,附件有学校,155.0万,15816.0,12.0,2,2,1
SH91613,88平米,南北,低层,简装修,有 ,平层,钢混,西固,附件有学校,80.0万,9091.0,18.0,2,1,1
SH91617,75平米,南北,低层,精装修,无 ,平层,板楼,城关,附件有学校,93.0万,12400.0,22.0,2,1,1
SH91618,200平米,南,中层,中装修,有 ,平层,板楼,城关,附件无学校,278.0万,13900.0,20.0,3,2,1
SH97457,36.1平米,东北,中层,简装修,无 ,平层,板楼,城关,附件有学校,65.0万,18006.0,22.0,1,1,1
SH91622,150平米,南北,低层,毛坯,有 ,平层,板楼,城关,附件有学校,188.0万,12533.0,22.0,4,2,2
SH91635,172平米,南北,中层,精装修,有 ,平层,板楼,城关,附件有学校,280.0万,16279.0,10.0,3,2,2
SH91637,94平米,西南,低层,精装修,有 ,平层,钢混,城关,附件有学校,112.0万,11915.0,12.0,2,2,1
SH97721,98平米,南,高层,中装修,有 ,平层,板楼,城关,附件有学校,168.0万,17143.0,12.0,2,2,1
SH91640,110平米,北,高层,精装修,有 ,平层,塔楼,城关,附件有学校,140.0万,12727.0,14.0,2,2,1
SH91645,65平米,南,中层,简装修,无 ,平层,板楼,城关,附件无学校,126.0万,19385.0,13.0,2,1,1
SH91647,121平米,南北,中层,精装修,有 ,平层,板楼,安宁,附件无学校,196.0万,16198.0,7.0,3,2,1
SH91649,113.16平米,南,中层,精装修,无 ,平层,钢混,城关,附件有学校,128.0万,11311.0,12.0,2,2,1
SH91650,86.97平米,南北,中层,简装修,有 ,平层,板楼,安宁,附件有学校,125.7万,14453.0,11.0,2,1,1
SH91652,153平米,西北,低层,中装修,有 ,平层,板楼,城关,附件有学校,198.0万,12941.0,14.0,3,2,2
SH91655,105平米,东南,中层,中装修,无 ,平层,钢混,城关,附件有学校,109.8万,10457.0,24.0,2,2,1
SH91656,85平米,南北,中层,暂无,无 ,平层,板楼,安宁,附件无学校,69.9万,8224.0,24.0,2,2,1
SH91657,96.16平米,南北,中层,简装修,有 ,平层,板楼,城关,附件有学校,142.0万,14767.0,16.0,2,2,1
SH91658,105平米,南北,低层,中装修,有 ,平层,板楼,城关,附件有学校,162.0万,15429.0,12.0,2,2,1
SH91664,149.6平米,东南,高层,精装修,有 ,平层,钢混,城关,附件有学校,215.0万,14372.0,19.0,3,2,1
SH91665,113.64平米,南北,中层,豪华装修,无 ,平层,砖混,城关,附件有学校,121.5万,10692.0,22.0,2,2,2
SH91668,99.82平米,西北,低层,精装修,无 ,平层,平房,城关,附件无学校,120.0万,12022.0,15.0,2,1,1
SH91669,97平米,南北,中层,毛坯,有 ,平层,塔板结合,城关,附件无学校,97.0万,10000.0,2.0,2,2,1
SH91670,50.8平米,北,高层,简装修,有 ,平层,钢混,城关,附件有学校,73.0万,14370.0,12.0,1,1,1
SH91671,65平米,西,高层,精装修,有 ,平层,板楼,城关,附件无学校,89.9万,13831.0,22.0,2,1,1
SH91672,92平米,东南,高层,精装修,无 ,平层,板楼,城关,附件有学校,134.0万,14565.0,14.0,2,2,1
SH91673,73.9平米,北,高层,精装修,有 ,平层,钢混,七里河,附件无学校,92.0万,12449.0,13.0,2,1,1
SH97592,70平米,东西,高层,简装修,无 ,平层,板楼,城关,附件有学校,73.0万,10429.0,12.0,2,1,1
SH91675,78.68平米,南北,中层,简装修,无 ,开间,砖混,城关,附件有学校,78.0万,9914.0,24.0,2,1,1
SH91677,145.6平米,南北,中层,简装修,有 ,平层,板楼,七里河,附件有学校,249.8万,17157.0,9.0,3,2,2
SH91679,83平米,南北,高层,毛坯,无 ,平层,钢混,城关,附件有学校,124.0万,14940.0,8.0,2,2,1
SH97791,120平米,南北,中层,简装修,有 ,平层,板楼,城关,附件有学校,135.0万,11250.0,21.0,2,2,1
SH91683,113平米,南,高层,简装修,有 ,平层,板楼,安宁,附件无学校,122.0万,10796.0,16.0,2,2,1
