记录编号,建筑面积,朝向,楼层,装修,电梯,建筑结构,建筑类别,区域,学校,总价,单价,房龄,室,厅,卫
SH93527,157.34平米,南北,中层,精装修,有 ,平层,钢混,城关,附件有学校,243.0万,15444.0,10.0,3,2,2
SH93534,92.26平米,西北,中层,简装修,有 ,平层,板楼,城关,附件无学校,135.0万,14633.0,22.0,2,2,1
SH97674,105.75平米,南北,中层,精装修,无 ,平层,板楼,城关,附件无学校,106.0万,10024.0,5.0,3,2,1
SH93537,108平米,南北,中层,暂无,无 ,平层,板楼,安宁,附件有学校,149.5万,13843.0,16.0,3,2,1
SH93540,63平米,东西,低层,精装修,无 ,平层,板楼,城关,附件有学校,104.0万,16508.0,24.0,2,1,1
SH93542,74平米,南北,中层,简装修,有 ,平层,钢混,西固,附件无学校,66.8万,9027.0,21.0,2,2,1
SH93544,70平米,南北,高层,简装修,无 ,平层,板楼,城关,附件有学校,115.0万,16429.0,32.0,2,1,1
SH97538,92.1平米,南,中层,精装修,有 ,平层,塔板结合,城关,附件有学校,126.0万,13681.0,12.0,2,2,1
SH93549,83平米,西南,高层,简装修,有 ,平层,板楼,城关,附件有学校,97.0万,11687.0,18.0,2,1,1
SH93551,107平米,南,高层,精装修,有 ,平层,钢混,西固,附件无学校,107.0万,10000.0,11.0,2,2,1
SH93554,91.93平米,南,中层,精装修,有 ,平层,塔楼,城关,附件有学校,140.0万,15229.0,12.0,2,2,1
SH93555,280平米,南北,高层,毛坯,无 ,错层,板楼,安宁,附件无学校,448.0万,16000.0,3.0,5,2,3
SH93556,59.5平米,南,低层,毛坯,无 ,平层,板楼,七里河,附件无学校,97.0万,16303.0,3.0,1,1,1
SH93557,83.49平米,南,低层,精装修,有 ,平层,板楼,安宁,附件无学校,116.0万,13894.0,7.0,2,1,1
SH93559,178平米,南北,低层,毛坯,有 ,平层,板楼,城关,附件无学校,192.0万,10787.0,7.0,4,2,2
SH93560,98平米,东,中层,精装修,有 ,平层,板楼,城关,附件无学校,120.0万,12245.0,22.0,2,2,1
SH93561,92平米,南北,中层,毛坯,有 ,平层,板楼,城关,附件无学校,71.0万,7717.0,2.0,2,2,1
SH93562,90.59平米,南,低层,暂无,无 ,平层,板楼,安宁,附件无学校,118.0万,13026.0,9.0,2,1,1
SH93563,63平米,东,中层,简装修,无 ,平层,板楼,城关,附件无学校,75.0万,11905.0,20.0,2,1,1
SH93567,93平米,南北,高层,精装修,有 ,平层,板楼,城关,附件无学校,114.0万,12258.0,16.0,2,2,1
SH93568,126.39平米,南北,中层,简装修,无 ,平层,板楼,七里河,附件有学校,191.0万,15112.0,19.0,3,2,2
SH97840,48.08平米,南北,中层,精装修,有 ,平层,板楼,城关,附件有学校,68.5万,14247.0,26.0,2,1,1
SH97336,99.07平米,南,低层,简装修,有 ,平层,塔楼,城关,附件有学校,156.0万,15746.0,10.0,2,2,1
SH93572,80平米,西北,高层,简装修,无 ,平层,板楼,城关,附件有学校,83.5万,10438.0,16.0,2,2,1
SH93573,117平米,南北,高层,精装修,无 ,平层,板楼,安宁,附件无学校,149.9万,12812.0,9.0,3,2,2
SH93576,100平米,南北,中层,毛坯,有 ,平层,板楼,七里河,附件无学校,135.0万,13500.0,1.0,3,2,1
SH93581,63平米,南北,低层,简装修,无 ,平层,板楼,城关,附件有学校,76.0万,12063.0,16.0,2,1,1
SH93583,60平米,南,高层,精装修,无 ,平层,板楼,城关,附件无学校,102.0万,17000.0,20.0,1,1,1
SH97507,94平米,南北,高层,简装修,有 ,平层,板楼,榆中,附件无学校,73.0万,7766.0,8.0,2,2,1
SH93589,214.8平米,东北,高层,精装修,有 ,平层,板楼,城关,附件有学校,279.8万,13026.0,2.0,4,2,2
SH93592,100平米,西北,低层,精装修,有 ,平层,板楼,城关,附件有学校,175.0万,17500.0,14.0,2,2,1
SH97269,156.53平米,西北,高层,中装修,有 ,平层,塔楼,城关,附件无学校,290.0万,18527.0,19.0,3,2,1
SH93596,104.25平米,南,高层,毛坯,有 ,平层,板楼,安宁,附件无学校,89.7万,8604.0,4.0,2,2,1
SH93600,120.67平米,东北,中层,精装修,有 ,平层,板楼,城关,附件有学校,176.0万,14585.0,14.0,3,2,1
SH93602,121.5平米,南北,高层,精装修,有 ,平层,钢混,七里河,附件有学校,159.0万,13086.0,14.0,3,2,1
SH97885,67.7平米,南北,中层,简装修,有 ,平层,板楼,城关,附件无学校,85.5万,12629.0,2.0,2,1,1
SH93608,140平米,南北,中层,毛坯,有 ,平层,钢混,城关,附件无学校,196.0万,14000.0,7.0,3,2,2
SH97939,79.84平米,南北,高层,精装修,无 ,平层,板楼,城关,附件有学校,67.8万,8492.0,18.0,2,1,1
SH93614,125平米,西南,中层,精装修,无 ,平层,板楼,城关,附件无学校,181.0万,14480.0,11.0,3,2,2
SH93617,121平米,南北,中层,简装修,无 ,平层,钢混,城关,附件有学校,139.8万,11554.0,22.0,3,2,1
SH93618,65平米,南北,低层,精装修,无 ,平层,钢混,城关,附件有学校,148.0万,22769.0,17.0,2,2,1
SH93623,58.43平米,南北,中层,简装修,无 ,平层,钢混,城关,附件有学校,89.0万,15232.0,27.0,1,2,1
SH93626,96.31平米,南北,中层,简装修,无 ,平层,板楼,城关,附件有学校,132.0万,13706.0,12.0,2,2,1
SH93629,94平米,西,中层,简装修,有 ,平层,板楼,城关,附件有学校,140.0万,14894.0,14.0,2,2,1
SH93630,178.67平米,南北,低层,简装修,有 ,跃层,塔楼,城关,附件有学校,200.0万,11194.0,17.0,3,2,2
SH93631,178.97平米,南北,中层,毛坯,无 ,平层,板楼,城关,附件有学校,260.0万,14528.0,8.0,3,2,2
SH93632,75平米,南北,低层,精装修,无 ,平层,砖混,城关,附件有学校,168.0万,22400.0,30.0,3,2,1
SH93633,68.68平米,南北,低层,精装修,无 ,平层,板楼,城关,附件有学校,75.0万,10920.0,20.0,1,2,1
SH93635,96平米,南北,中层,毛坯,有 ,平层,塔楼,城关,附件无学校,90.0万,9375.0,4.0,2,2,1
SH93637,51.13平米,西北,高层,简装修,无 ,平层,板楼,城关,附件有学校,80.0万,15646.0,18.0,2,1,1
SH97873,83平米,东西,中层,中装修,无 ,平层,板楼,城关,附件有学校,78.0万,9398.0,16.0,2,2,1
SH93641,87平米,南北,低层,精装修,无 ,平层,板楼,安宁,附件无学校,121.0万,13908.0,8.0,2,1,1
SH93642,97.3平米,南北,中层,简装修,有 ,平层,板楼,城关,附件无学校,100.0万,10277.0,16.0,2,2,1
SH93643,75平米,南北,高层,精装修,有 ,平层,板楼,城关,附件有学校,73.8万,9840.0,22.0,2,1,1
SH93646,95平米,东西,高层,精装修,无 ,平层,板楼,城关,附件有学校,130.0万,13684.0,22.0,2,2,1
SH93647,90.71平米,南,高层,简装修,有 ,平层,板楼,城关,附件无学校,100.0万,11024.0,20.0,2,2,1
SH93650,31平米,南,高层,简装修,无 ,平层,板楼,安宁,附件无学校,45.0万,14516.0,24.0,1,1,1
SH93654,141平米,南,低层,精装修,有 ,平层,塔楼,城关,附件有学校,180.0万,12766.0,14.0,3,2,2
SH93656,85平米,南北,高层,精装修,有 ,平层,板楼,城关,附件有学校,80.0万,9412.0,20.0,2,2,1
SH93657,144.6平米,东,中层,中装修,有 ,错层,钢混,城关,附件无学校,230.0万,15906.0,17.0,2,2,2
SH93659,135.53平米,南北,低层,毛坯,有 ,平层,板楼,七里河,附件无学校,189.0万,13945.0,3.0,3,2,1
SH93660,98平米,南北,中层,毛坯,无 ,平层,板楼,城关,附件无学校,98.0万,10000.0,19.0,2,2,1
SH93661,155平米,南北,低层,毛坯,有 ,平层,钢混,七里河,附件无学校,217.0万,14000.0,6.0,3,2,2
SH93662,124平米,南北,中层,简装修,有 ,平层,板楼,城关,附件有学校,157.0万,12661.0,14.0,3,2,1
SH93664,78.97平米,南,低层,简装修,有 ,平层,钢混,七里河,附件有学校,110.0万,13929.0,18.0,2,1,1
SH93666,125平米,南北,中层,毛坯,有 ,平层,板楼,榆中,附件无学校,66.0万,5280.0,3.0,3,2,2
SH93667,101.5平米,南北,高层,精装修,有 ,平层,板楼,城关,附件无学校,139.0万,13695.0,7.0,2,2,1
SH93669,131平米,南北,中层,简装修,有 ,平层,板楼,城关,附件有学校,258.0万,19695.0,20.0,3,2,1
SH93671,83.2平米,南北,中层,简装修,无 ,平层,板楼,城关,附件有学校,124.0万,14904.0,16.0,2,2,1
SH93672,170平米,南北,高层,毛坯,无 ,平层,板楼,城关,附件无学校,260.0万,15294.0,16.0,3,2,1
SH93675,48平米,南北,高层,毛坯,无 ,平层,砖混,城关,附件有学校,56.5万,11771.0,24.0,2,0,1
SH93678,98平米,南北,高层,精装修,有 ,平层,板楼,安宁,附件无学校,111.0万,11327.0,11.0,2,2,1
SH93679,78平米,南北,中层,精装修,有 ,平层,钢混,城关,附件有学校,80.0万,10256.0,22.0,2,2,1
SH97246,121平米,南北,中层,中装修,无 ,平层,板楼,城关,附件有学校,138.0万,11405.0,22.0,3,1,1
SH93682,89.78平米,南北,低层,毛坯,有 ,平层,板楼,七里河,附件无学校,72.0万,8020.0,6.0,2,2,1
SH93683,108.53平米,南,中层,暂无,无 ,平层,板楼,安宁,附件无学校,142.0万,13084.0,12.0,2,2,1
SH93685,121平米,南北,中层,毛坯,无 ,平层,板楼,安宁,附件无学校,195.0万,16116.0,8.0,3,2,2
SH93686,110.22平米,西,中层,中装修,有 ,平层,板楼,城关,附件无学校,135.0万,12248.0,20.0,2,2,1
SH93688,102平米,南,低层,精装修,无 ,平层,板楼,城关,附件无学校,118.0万,11569.0,15.0,2,2,1
SH97745,46平米,南,高层,精装修,无 ,平层,砖混,城关,附件无学校,58.0万,12609.0,24.0,2,0,1
SH93691,154平米,南北,中层,精装修,有 ,平层,钢混,城关,附件无学校,305.0万,19805.0,18.0,3,2,2
SH93693,57平米,东西,高层,简装修,有 ,平层,板楼,城关,附件无学校,145.0万,25439.0,25.0,2,1,1
SH93694,114平米,南北,中层,精装修,无 ,平层,板楼,七里河,附件无学校,115.0万,10088.0,2.0,3,2,2
SH97719,92平米,南北,中层,简装修,无 ,平层,板楼,城关,附件无学校,113.0万,12283.0,19.0,2,2,1
SH93698,140平米,南北,中层,毛坯,有 ,平层,板楼,城关,附件无学校,135.0万,9643.0,4.0,3,2,2
SH93700,91.92平米,西北,高层,精装修,有 ,平层,板楼,安宁,附件无学校,130.0万,14143.0,8.0,3,2,1
SH93701,70.61平米,东北,中层,简装修,无 ,平层,钢混,城关,附件有学校,90.0万,12746.0,12.0,2,1,1
SH93704,118平米,东西,高层,精装修,有 ,平层,钢混,城关,附件有学校,168.0万,14237.0,17.0,2,2,1
SH93705,116.62平米,南北,中层,简装修,无 ,平层,钢混,城关,附件有学校,160.0万,13720.0,22.0,3,2,1
SH93706,123平米,南,中层,精装修,有 ,平层,板楼,城关,附件无学校,235.0万,19106.0,11.0,2,2,1
SH93707,160平米,南北,高层,精装修,有 ,平层,板楼,城关,附件有学校,300.0万,18750.0,12.0,3,2,2
SH93708,85.1平米,南北,高层,中装修,有 ,平层,板楼,城关,附件有学校,85.0万,9988.0,25.0,3,2,1
SH93709,106.1平米,南北,中层,中装修,有 ,平层,板楼,城关,附件有学校,118.0万,11122.0,20.0,2,2,1
SH93712,115平米,南北,中层,精装修,有 ,平层,板楼,七里河,附件无学校,115.0万,10000.0,2.0,3,2,1
SH93713,94平米,南北,中层,精装修,有 ,平层,塔楼,榆中,附件无学校,74.0万,7872.0,1.0,3,2,1
SH93715,113.03平米,南北,低层,毛坯,有 ,平层,板楼,城关,附件无学校,113.0万,9997.0,4.0,3,2,2
SH93716,113.01平米,南北,高层,中装修,有 ,平层,塔楼,城关,附件无学校,147.0万,13008.0,15.0,3,2,1
SH93717,145.6平米,南北,中层,简装修,有 ,平层,板楼,七里河,附件有学校,242.0万,16621.0,9.0,3,2,2
SH93718,131.9平米,南北,中层,简装修,有 ,平层,钢混,城关,附件无学校,175.0万,13268.0,11.0,2,2,1
SH93720,106.26平米,南北,高层,中装修,无 ,错层,板楼,七里河,附件有学校,104.0万,9787.0,16.0,2,2,1
SH93723,97.91平米,南,低层,毛坯,有 ,平层,板楼,七里河,附件无学校,142.0万,14503.0,2.0,2,1,1
SH97951,91平米,南北,中层,中装修,无 ,平层,板楼,安宁,附件无学校,102.0万,11209.0,16.0,2,2,1
SH93726,98平米,南,低层,中装修,无 ,开间,板楼,城关,附件无学校,85.0万,8673.0,18.0,2,2,1
SH93727,73平米,西,低层,精装修,有 ,平层,板楼,安宁,附件无学校,91.0万,12466.0,16.0,2,1,1
SH93728,88平米,南,低层,精装修,有 ,平层,钢混,城关,附件有学校,113.0万,12841.0,14.0,2,1,1
SH93730,91.75平米,南,高层,精装修,有 ,平层,板楼,城关,附件有学校,140.0万,15259.0,12.0,2,2,1
SH93732,103平米,南北,中层,毛坯,有 ,平层,板楼,永登,附件无学校,65.0万,6311.0,3.0,2,2,1
SH97752,74平米,南,低层,简装修,有 ,平层,塔楼,安宁,附件无学校,91.0万,12297.0,16.0,2,1,1
SH93735,97.33平米,南,高层,简装修,有 ,平层,板楼,安宁,附件无学校,131.0万,13459.0,7.0,3,2,1
SH93736,230平米,南北,中层,豪华装修,有 ,复式,板楼,安宁,附件无学校,500.0万,21739.0,6.0,8,3,3
SH93737,213.1平米,南北,低层,精装修,有 ,复式,板楼,城关,附件有学校,203.0万,9526.0,20.0,4,3,1
SH93742,94.22平米,东南,高层,精装修,有 ,平层,钢混,城关,附件无学校,130.0万,13797.0,14.0,2,1,1
SH93752,159.33平米,南北,中层,精装修,无 ,平层,板楼,城关,附件无学校,290.0万,18201.0,11.0,3,2,2
SH93753,96.62平米,西南,高层,简装修,有 ,平层,板楼,城关,附件有学校,140.0万,14490.0,10.0,2,1,1
SH93754,77.76平米,南北,低层,中装修,有 ,平层,板楼,城关,附件有学校,85.0万,10931.0,19.0,2,2,1
SH93755,96平米,南,中层,毛坯,有 ,平层,板楼,榆中,附件无学校,56.0万,5833.0,7.0,2,2,1
SH93756,103平米,东,中层,简装修,无 ,平层,板楼,城关,附件有学校,278.0万,26990.0,12.0,2,2,1
SH93757,99.4平米,南北,高层,简装修,有 ,平层,板楼,城关,附件有学校,135.0万,13581.0,18.0,2,2,1
SH93759,76.76平米,南北,高层,精装修,无 ,平层,平房,城关,附件有学校,83.0万,10813.0,19.0,2,2,1
SH93760,60平米,南北,高层,简装修,无 ,平层,板楼,城关,附件有学校,52.5万,8750.0,24.0,2,1,1
SH93762,166.6平米,南北,低层,毛坯,有 ,平层,塔楼,城关,附件有学校,150.0万,9004.0,8.0,4,2,2
SH97986,48平米,南北,高层,精装修,无 ,平层,板楼,城关,附件有学校,63.0万,13125.0,25.0,2,1,1
SH93771,117.85平米,南北,高层,精装修,有 ,平层,塔板结合,城关,附件无学校,140.0万,11880.0,16.0,3,2,1
SH93772,148.98平米,东南,高层,中装修,无 ,平层,钢混,城关,附件有学校,210.0万,14096.0,19.0,3,2,1
SH93773,233平米,南北,低层,精装修,有 ,跃层,板楼,安宁,附件无学校,300.0万,12876.0,3.0,6,2,2
SH93775,108.37平米,南,中层,简装修,无 ,平层,钢混,城关,附件有学校,179.5万,16564.0,16.0,2,2,1
SH93776,95平米,南北,高层,简装修,有 ,平层,板楼,城关,附件无学校,90.0万,9474.0,19.0,2,2,1
SH93777,82.59平米,南,中层,精装修,有 ,平层,塔板结合,安宁,附件无学校,110.0万,13319.0,7.0,2,2,1
SH93778,113平米,南北,低层,精装修,有 ,平层,塔板结合,城关,附件无学校,175.0万,15487.0,5.0,3,2,2
SH93779,51平米,南北,高层,简装修,无 ,平层,板楼,城关,附件有学校,62.0万,12157.0,42.0,2,1,1
SH93783,66.54平米,南,中层,简装修,有 ,开间,钢混,七里河,附件无学校,64.5万,9693.0,18.0,2,1,1
SH97350,75平米,东北,中层,精装修,无 ,平层,砖混,城关,附件有学校,98.0万,13067.0,27.0,2,1,1
SH93786,117平米,南北,低层,精装修,有 ,平层,塔板结合,城关,附件无学校,130.0万,11111.0,16.0,2,2,1
SH93788,104.79平米,南,低层,精装修,有 ,平层,板楼,城关,附件无学校,135.0万,12883.0,16.0,2,2,1
SH93790,100.01平米,南北,中层,简装修,有 ,平层,板楼,安宁,附件无学校,128.0万,12799.0,7.0,3,2,1
SH93793,92.64平米,南北,高层,精装修,无 ,平层,板楼,安宁,附件有学校,129.9万,14022.0,16.0,2,2,1
SH93798,94.86平米,南北,低层,精装修,有 ,平层,塔板结合,城关,附件有学校,110.0万,11596.0,18.0,2,2,1
SH93800,68平米,南北,中层,简装修,有 ,平层,板楼,城关,附件有学校,88.0万,12941.0,18.0,2,1,1
SH93802,143平米,暂无,高层,简装修,无 ,平层,板楼,城关,附件有学校,258.0万,18042.0,10.0,3,2,2
SH93804,107平米,北,高层,简装修,有 ,平层,钢混,城关,附件有学校,132.0万,12336.0,16.0,2,2,1
SH93812,197.16平米,东南,中层,精装修,有 ,平层,板楼,城关,附件有学校,338.0万,17143.0,16.0,3,2,2
SH93813,110平米,西南,低层,精装修,有 ,平层,塔板结合,城关,附件有学校,116.0万,10545.0,14.0,2,2,1
SH93815,74.26平米,南北,低层,简装修,无 ,平层,钢混,西固,附件无学校,76.0万,10234.0,18.0,2,2,1
SH93817,104平米,南北,中层,毛坯,有 ,平层,板楼,七里河,附件无学校,121.0万,11635.0,19.0,3,2,1
SH97325,105平米,南北,中层,精装修,有 ,平层,钢混,城关,附件有学校,95.0万,9048.0,15.0,2,2,1
SH93821,143平米,南北,低层,豪华装修,有 ,平层,钢混,七里河,附件无学校,248.0万,17343.0,7.0,3,2,2
SH93822,110平米,东南,高层,简装修,有 ,平层,板楼,城关,附件无学校,120.0万,10909.0,7.0,3,2,1
SH93828,70平米,东北,高层,简装修,有 ,平层,板楼,城关,附件有学校,125.0万,17857.0,18.0,2,1,1
SH93836,63.11平米,南北,中层,简装修,无 ,平层,板楼,城关,附件无学校,84.0万,13310.0,20.0,2,2,1
SH93837,126.61平米,北,低层,简装修,无 ,平层,板楼,七里河,附件无学校,155.0万,12242.0,20.0,3,1,2
SH93840,71平米,东西,低层,精装修,无 ,平层,塔板结合,城关,附件有学校,86.0万,12113.0,18.0,2,1,1
SH93842,115.55平米,南北,高层,精装修,有 ,平层,板楼,城关,附件无学校,123.5万,10688.0,16.0,2,2,1
SH97616,75平米,西南,高层,简装修,无 ,平层,板楼,城关,附件有学校,85.0万,11333.0,22.0,2,1,1
SH93844,62平米,南,高层,暂无,有 ,平层,板楼,城关,附件有学校,74.0万,11935.0,23.0,2,1,1
SH93846,87.59平米,南,低层,精装修,有 ,平层,板楼,安宁,附件无学校,104.0万,11874.0,6.0,2,2,1
SH93847,41平米,南北,低层,简装修,无 ,平层,砖混,城关,附件无学校,75.0万,18293.0,14.0,2,0,1
SH97918,109.76平米,东,高层,精装修,有 ,平层,塔板结合,城关,附件有学校,220.0万,20044.0,17.0,2,2,1
SH93854,70.06平米,南北,中层,精装修,有 ,平层,塔板结合,七里河,附件无学校,95.0万,13560.0,3.0,2,2,1
SH93855,102.52平米,南,高层,毛坯,有 ,平层,钢混,七里河,附件无学校,150.0万,14631.0,6.0,2,1,1
SH93857,82.72平米,西北,中层,精装修,有 ,平层,钢混,城关,附件有学校,140.0万,16925.0,12.0,2,2,1
SH93858,97平米,南北,中层,毛坯,无 ,平层,板楼,城关,附件无学校,97.0万,10000.0,4.0,3,2,1
SH93861,94.3平米,南北,中层,精装修,有 ,平层,板楼,城关,附件有学校,125.0万,13256.0,20.0,2,2,1
SH93862,100.57平米,南北,低层,精装修,有 ,平层,板楼,城关,附件有学校,165.0万,16406.0,10.0,2,2,1
SH93863,91.37平米,南,低层,毛坯,有 ,平层,板楼,七里河,附件无学校,76.0万,8318.0,6.0,2,2,1
SH93864,123.53平米,东北,中层,豪华装修,有 ,平层,板楼,城关,附件有学校,185.0万,14976.0,7.0,3,2,2
SH93868,103.21平米,南北,低层,精装修,有 ,平层,钢混,城关,附件无学校,121.5万,11772.0,16.0,2,2,1
SH93871,142.26平米,南北,高层,简装修,无 ,复式,板楼,城关,附件无学校,210.0万,14762.0,17.0,3,2,2
SH93872,86.2平米,南北,中层,中装修,无 ,平层,板楼,城关,附件有学校,93.0万,10789.0,18.0,2,2,1
SH97621,128平米,南北,中层,毛坯,有 ,平层,板楼,七里河,附件无学校,153.0万,11953.0,3.0,3,2,2
SH93874,108平米,南北,高层,毛坯,有 ,平层,板楼,城关,附件有学校,140.0万,12963.0,2.0,2,2,2
SH93875,94.53平米,西南,高层,简装修,有 ,平层,板楼,七里河,附件有学校,130.0万,13752.0,18.0,2,2,1
SH93879,93.5平米,东北,中层,中装修,有 ,平层,板楼,城关,附件有学校,130.0万,13904.0,10.0,2,2,1
SH93881,93.2平米,东西,中层,简装修,有 ,平层,板楼,城关,附件有学校,116.0万,12446.0,20.0,2,2,1
SH93885,98平米,南北,低层,中装修,有 ,平层,钢混,城关,附件有学校,168.0万,17143.0,12.0,2,2,1
SH93886,130.52平米,南北,中层,精装修,有 ,平层,钢混,城关,附件有学校,160.0万,12259.0,14.0,3,2,1
SH93887,44.13平米,西,高层,精装修,无 ,平层,板楼,城关,附件无学校,46.0万,10424.0,5.0,1,1,1
SH93888,94平米,南北,中层,精装修,有 ,平层,钢混,榆中,附件无学校,65.0万,6915.0,3.0,3,1,1
SH93890,75平米,西南,中层,精装修,无 ,平层,钢混,城关,附件无学校,87.0万,11600.0,20.0,2,1,1
SH93892,56.33平米,东南,高层,简装修,无 ,平层,板楼,城关,附件有学校,65.0万,11539.0,23.0,2,0,1
SH93900,144平米,南,低层,精装修,无 ,平层,板楼,城关,附件无学校,140.0万,9722.0,16.0,3,2,2
SH93902,125平米,南北,中层,中装修,有 ,平层,钢混,西固,附件无学校,123.0万,9840.0,11.0,3,2,1
SH93907,54平米,南,低层,毛坯,无 ,平层,板楼,七里河,附件无学校,49.0万,9074.0,2.0,2,1,1
SH93911,56平米,南北,中层,简装修,有 ,平层,板楼,城关,附件有学校,62.0万,11071.0,22.0,2,1,1
SH97301,95平米,南北,中层,精装修,无 ,平层,钢混,城关,附件无学校,95.0万,10000.0,12.0,2,2,1
SH93917,105.1平米,南北,高层,精装修,有 ,平层,板楼,城关,附件无学校,165.0万,15699.0,9.0,2,2,1
SH93923,63.14平米,南北,中层,精装修,有 ,平层,平房,城关,附件有学校,68.0万,10770.0,20.0,2,1,1
SH93924,100平米,南北,低层,中装修,有 ,平层,板楼,安宁,附件无学校,129.0万,12900.0,10.0,2,2,1
SH93927,95.15平米,东西,高层,中装修,无 ,平层,钢混,七里河,附件无学校,97.0万,10194.0,19.0,2,1,1
SH93928,84平米,南北,中层,简装修,无 ,平层,板楼,安宁,附件无学校,99.0万,11786.0,24.0,2,2,1
SH93929,90平米,南,低层,毛坯,有 ,平层,板楼,安宁,附件无学校,125.0万,13889.0,9.0,2,2,1
SH93930,89.98平米,南北,中层,简装修,无 ,平层,板楼,七里河,附件无学校,93.0万,10336.0,22.0,2,1,1
SH97280,124平米,南北,中层,毛坯,有 ,平层,板楼,榆中,附件无学校,65.0万,5242.0,3.0,3,2,2
SH93932,155平米,南,高层,简装修,无 ,平层,塔楼,城关,附件有学校,170.0万,10968.0,21.0,2,1,1
SH93935,62平米,南,高层,简装修,无 ,平层,塔楼,城关,附件有学校,70.0万,11290.0,24.0,2,1,1
SH97685,72.09平米,南北,高层,中装修,有 ,平层,钢混,安宁,附件无学校,78.8万,10931.0,18.0,2,2,1
SH93938,101.49平米,南,中层,精装修,有 ,平层,钢混,城关,附件有学校,156.0万,15371.0,10.0,2,2,2
SH93939,78.5平米,东南,低层,精装修,无 ,平层,板楼,城关,附件无学校,115.0万,14650.0,14.0,2,1,1
SH93942,101平米,南北,中层,毛坯,无 ,平层,板楼,城关,附件有学校,135.0万,13366.0,12.0,2,2,1
SH93943,102.63平米,南,高层,中装修,无 ,平层,钢混,城关,附件有学校,142.0万,13836.0,7.0,2,2,2
SH93947,73平米,南北,中层,暂无,无 ,平层,板楼,安宁,附件有学校,82.0万,11233.0,10.0,2,2,1
SH93948,123平米,东北,中层,精装修,有 ,平层,钢混,城关,附件有学校,179.0万,14553.0,8.0,3,2,2
SH93950,88.83平米,西,中层,简装修,无 ,平层,钢混,七里河,附件有学校,93.0万,10469.0,18.0,2,1,1
SH93955,67平米,北,高层,中装修,有 ,平层,塔板结合,城关,附件有学校,105.0万,15672.0,15.0,1,1,1
SH93957,96平米,南,中层,毛坯,有 ,平层,塔楼,榆中,附件无学校,57.0万,5938.0,2.0,2,1,1
SH93961,91.65平米,南北,中层,精装修,有 ,平层,塔板结合,城关,附件无学校,102.0万,11129.0,21.0,2,2,1
SH93962,54平米,南北,高层,精装修,无 ,平层,板楼,安宁,附件无学校,66.0万,12222.0,20.0,2,1,1
SH97902,101平米,南北,中层,精装修,有 ,平层,钢混,城关,附件无学校,112.0万,11089.0,5.0,3,2,1
SH93968,94平米,东南,中层,精装修,有 ,平层,钢混,城关,附件无学校,143.0万,15213.0,7.0,2,2,2
SH93972,75平米,东西,高层,简装修,有 ,平层,钢混,西固,附件无学校,88.0万,11733.0,14.0,2,1,1
SH97353,60平米,北,高层,简装修,无 ,平层,板楼,城关,附件有学校,112.0万,18667.0,13.0,2,1,1
SH93976,75平米,南北,低层,精装修,有 ,平层,板楼,城关,附件有学校,90.0万,12000.0,14.0,2,2,1
SH93977,57平米,南,中层,毛坯,无 ,平层,板楼,城关,附件无学校,53.0万,9298.0,5.0,1,1,1
SH93978,134平米,南北,中层,毛坯,有 ,平层,板楼,榆中,附件无学校,87.0万,6493.0,7.0,3,2,2
SH93979,92.46平米,南北,高层,精装修,无 ,平层,板楼,安宁,附件有学校,129.9万,14049.0,16.0,2,2,1
SH93980,110平米,东北,低层,毛坯,有 ,平层,塔楼,城关,附件有学校,132.0万,12000.0,10.0,2,2,2
SH93981,86平米,东,高层,精装修,有 ,平层,板楼,城关,附件无学校,110.0万,12791.0,17.0,2,2,1
SH93982,96.05平米,南,高层,毛坯,无 ,平层,板楼,安宁,附件无学校,118.0万,12285.0,9.0,2,2,1
SH93983,128.34平米,南北,低层,中装修,有 ,平层,塔楼,城关,附件有学校,165.0万,12856.0,14.0,3,2,2
SH93984,91.64平米,南北,低层,精装修,有 ,平层,塔板结合,城关,附件无学校,118.0万,12876.0,10.0,2,2,1
SH93985,65.35平米,东,低层,精装修,有 ,平层,钢混,城关,附件有学校,137.0万,20964.0,10.0,1,1,1
SH93988,66平米,西,低层,简装修,无 ,平层,板楼,城关,附件有学校,66.0万,10000.0,18.0,2,1,1
SH93989,61平米,东南,高层,简装修,有 ,平层,板楼,城关,附件有学校,83.5万,13689.0,2.0,2,1,1
SH97235,96平米,南北,低层,简装修,无 ,平层,板楼,城关,附件无学校,112.0万,11667.0,22.0,2,2,1
SH97906,66.85平米,东西,低层,简装修,有 ,平层,板楼,城关,附件有学校,90.0万,13463.0,21.0,2,1,1
SH93993,100.38平米,南北,低层,简装修,无 ,平层,板楼,安宁,附件有学校,125.0万,12453.0,16.0,2,2,1
SH93994,115平米,南北,低层,精装修,无 ,平层,板楼,城关,附件有学校,123.0万,10696.0,19.0,2,2,1
SH93995,107.05平米,西北,中层,精装修,有 ,平层,板楼,城关,附件有学校,125.0万,11677.0,22.0,3,1,1
SH93996,85平米,南北,高层,毛坯,无 ,平层,板楼,七里河,附件无学校,98.5万,11588.0,13.0,2,2,1
SH93999,117.14平米,南北,高层,精装修,无 ,平层,板楼,城关,附件有学校,170.0万,14513.0,17.0,2,2,1
SH94000,84.4平米,西,中层,毛坯,有 ,平层,钢混,七里河,附件有学校,106.0万,12559.0,21.0,2,1,1
